ComplaintID,ProductCategory,ComplaintReason,UnitsSold,SalesValue,ComplaintCount
40601,Garden Tools,Late Delivery,3,42040,1
40602,Books,Missing Item,7,40772,1
40603,Jewelry,Missing Item,2,9673,1
40604,Bedding,Defective Item,7,38010,1
40605,Books,Missing Item,9,6284,1
40606,Books,Incorrect Item Sent,5,13523,1
40607,Stationery,Missing Item,8,10841,1
40608,Stationery,Missing Item,3,25452,1
40609,Stationery,Packaging Issues,3,24286,1
40610,Stationery,Missing Item,4,18027,1
40611,Jewelry,Late Delivery,3,27928,1
40612,Electronics,Wrong Size,5,13368,1
40613,Books,Wrong Size,5,7272,1
40614,Home Appliances,Poor Quality,9,34623,1
40615,Kitchenware,Poor Quality,8,45008,1
40616,Kitchenware,Damage on Delivery,9,5888,1
40617,Stationery,Product Not As Described,5,21742,1
40618,Home Appliances,Missing Item,8,42287,1
40619,Groceries,Late Delivery,6,24175,1
40620,Kitchenware,Defective Item,7,16057,1
40621,Electronics,Incorrect Item Sent,7,35405,1
40622,Home Appliances,Defective Item,1,20156,1
40623,Books,Poor Quality,6,43801,1
40624,Clothing,Poor Quality,5,6866,1
40625,Kitchenware,Packaging Issues,8,23639,1
40626,Bedding,Missing Item,2,13039,1
40627,Stationery,Missing Item,2,48510,1
40628,Home Appliances,Wrong Size,8,13332,1
40629,Bedding,Defective Item,6,23790,1
40630,Jewelry,Wrong Size,9,34493,1
40631,Bedding,Poor Quality,4,5908,1
40632,Bedding,Incorrect Item Sent,8,33384,1
40633,Jewelry,Wrong Size,9,39706,1
40634,Home Appliances,Poor Quality,7,23114,1
40635,Books,Wrong Size,5,36942,1
40636,Bedding,Damage on Delivery,1,26383,1
40637,Furniture,Incorrect Item Sent,8,35321,1
40638,Footwear,Missing Item,5,16503,1
40639,Beauty Products,Missing Item,8,36534,1
40640,Toys,Defective Item,9,28964,1
40641,Footwear,Poor Quality,9,20141,1
40642,Books,Missing Item,7,10276,1
40643,Groceries,Late Delivery,3,25513,1
40644,Bedding,Wrong Size,5,46523,1
40645,Books,Wrong Size,8,16491,1
40646,Bedding,Defective Item,4,29371,1
40647,Kitchenware,Missing Item,6,20112,1
40648,Stationery,Missing Item,9,24335,1
40649,Kitchenware,Wrong Size,4,35168,1
40650,Jewelry,Incorrect Item Sent,1,8419,1
40651,Bedding,Missing Item,9,14851,1
40652,Stationery,Poor Quality,4,33945,1
40653,Footwear,Defective Item,6,7946,1
40654,Bedding,Late Delivery,7,49188,1
40655,Bedding,Poor Quality,6,10233,1
40656,Books,Missing Item,6,27039,1
40657,Bedding,Poor Quality,8,21876,1
40658,Furniture,Damage on Delivery,7,37191,1
40659,Jewelry,Missing Item,3,49029,1
40660,Beauty Products,Late Delivery,4,42254,1
40661,Jewelry,Missing Item,7,21782,1
40662,Beauty Products,Missing Item,4,46202,1
40663,Furniture,Defective Item,4,49244,1
40664,Kitchenware,Wrong Size,2,8516,1
40665,Kitchenware,Poor Quality,8,24957,1
40666,Jewelry,Missing Item,6,41301,1
40667,Groceries,Poor Quality,9,17023,1
40668,Kitchenware,Packaging Issues,1,45699,1
40669,Jewelry,Missing Item,7,8923,1
40670,Footwear,Wrong Size,3,35092,1
40671,Footwear,Poor Quality,5,7940,1
40672,Bedding,Poor Quality,3,8596,1
40673,Jewelry,Missing Item,8,35359,1
40674,Groceries,Damage on Delivery,4,22250,1
40675,Home Appliances,Late Delivery,7,25524,1
40676,Clothing,Poor Quality,4,34702,1
40677,Bedding,Poor Quality,6,24902,1
40678,Furniture,Missing Item,5,8687,1
40679,Jewelry,Missing Item,3,6015,1
40680,Home Appliances,Wrong Size,3,14219,1
40681,Groceries,Defective Item,2,12051,1
40682,Kitchenware,Packaging Issues,2,48181,1
40683,Home Appliances,Missing Item,4,15580,1
40684,Beauty Products,Missing Item,7,41035,1
40685,Kitchenware,Defective Item,1,46021,1
40686,Kitchenware,Product Not As Described,1,35356,1
40687,Beauty Products,Damage on Delivery,3,33658,1
40688,Footwear,Damage on Delivery,4,10930,1
40689,Clothing,Defective Item,4,23212,1
40690,Books,Wrong Size,7,30658,1
40691,Bedding,Damage on Delivery,9,48663,1
40692,Jewelry,Wrong Size,8,36816,1
40693,Stationery,Missing Item,9,15131,1
40694,Jewelry,Missing Item,1,49018,1
40695,Stationery,Defective Item,8,32798,1
40696,Stationery,Damage on Delivery,6,24034,1
40697,Beauty Products,Missing Item,6,33094,1
40698,Beauty Products,Damage on Delivery,3,49862,1
40699,Kitchenware,Defective Item,5,32084,1
40700,Home Appliances,Missing Item,2,44765,1
40701,Electronics,Poor Quality,7,33831,1
40702,Books,Wrong Size,2,33364,1
40703,Stationery,Missing Item,8,46652,1
40704,Beauty Products,Poor Quality,7,48095,1
40705,Clothing,Damage on Delivery,6,18427,1
40706,Home Appliances,Wrong Size,1,46753,1
40707,Beauty Products,Product Not As Described,9,26190,1
40708,Electronics,Incorrect Item Sent,7,46706,1
40709,Books,Missing Item,9,29288,1
40710,Electronics,Missing Item,8,16068,1
40711,Books,Poor Quality,7,34965,1
40712,Jewelry,Incorrect Item Sent,2,5038,1
40713,Garden Tools,Packaging Issues,3,23150,1
40714,Stationery,Damage on Delivery,7,45687,1
40715,Groceries,Missing Item,7,11500,1
40716,Home Appliances,Wrong Size,8,13097,1
40717,Clothing,Poor Quality,3,41476,1
40718,Groceries,Damage on Delivery,9,36201,1
40719,Kitchenware,Poor Quality,9,31797,1
40720,Footwear,Late Delivery,3,6850,1
40721,Groceries,Missing Item,4,29508,1
40722,Bedding,Poor Quality,6,28762,1
40723,Beauty Products,Defective Item,4,24369,1
40724,Bedding,Wrong Size,8,44810,1
40725,Kitchenware,Late Delivery,7,28307,1
40726,Kitchenware,Poor Quality,1,19465,1
40727,Bedding,Incorrect Item Sent,2,41990,1
40728,Home Appliances,Missing Item,8,37702,1
40729,Kitchenware,Packaging Issues,8,26219,1
40730,Electronics,Missing Item,3,45592,1
40731,Furniture,Poor Quality,2,22445,1
40732,Kitchenware,Poor Quality,4,11752,1
40733,Kitchenware,Wrong Size,8,28208,1
40734,Toys,Missing Item,2,30649,1
40735,Kitchenware,Packaging Issues,2,25041,1
40736,Jewelry,Missing Item,2,12943,1
40737,Books,Missing Item,9,10995,1
40738,Books,Damage on Delivery,7,20141,1
40739,Electronics,Incorrect Item Sent,6,10198,1
40740,Beauty Products,Missing Item,4,28851,1
40741,Books,Poor Quality,8,23431,1
40742,Bedding,Product Not As Described,9,33173,1
40743,Jewelry,Packaging Issues,3,8825,1
40744,Sports Equipment,Product Not As Described,7,33426,1
40745,Beauty Products,Wrong Size,7,39047,1
40746,Bedding,Missing Item,4,11062,1
40747,Jewelry,Packaging Issues,7,8594,1
40748,Jewelry,Damage on Delivery,1,6453,1
40749,Footwear,Defective Item,2,49986,1
40750,Bedding,Poor Quality,7,6168,1
40751,Kitchenware,Wrong Size,6,37098,1
40752,Bedding,Damage on Delivery,2,37807,1
40753,Kitchenware,Poor Quality,6,41447,1
40754,Bedding,Wrong Size,2,27804,1
40755,Kitchenware,Missing Item,3,12778,1
40756,Bedding,Defective Item,9,9424,1
40757,Kitchenware,Damage on Delivery,5,22229,1
40758,Bedding,Damage on Delivery,4,8595,1
40759,Kitchenware,Defective Item,6,16857,1
40760,Bedding,Packaging Issues,1,18471,1
40761,Kitchenware,Defective Item,2,41898,1
40762,Bedding,Missing Item,4,10785,1
40763,Kitchenware,Missing Item,3,17943,1
40764,Bedding,Damage on Delivery,1,25004,1
40765,Kitchenware,Damage on Delivery,8,35453,1
40766,Bedding,Poor Quality,9,22585,1
40767,Kitchenware,Damage on Delivery,9,18346,1
40768,Bedding,Missing Item,8,41010,1
40769,Kitchenware,Poor Quality,1,14364,1
40770,Bedding,Wrong Size,1,10793,1
40771,Kitchenware,Wrong Size,7,27319,1
40772,Bedding,Wrong Size,1,39780,1
40773,Kitchenware,Incorrect Item Sent,1,43181,1
40774,Bedding,Wrong Size,8,17870,1
40775,Kitchenware,Incorrect Item Sent,8,18582,1
40776,Bedding,Wrong Size,1,22869,1
40777,Kitchenware,Missing Item,7,29574,1
40778,Bedding,Late Delivery,2,11344,1
40779,Kitchenware,Missing Item,6,26548,1
40780,Bedding,Damage on Delivery,8,32929,1
40781,Kitchenware,Missing Item,8,10003,1
40782,Bedding,Poor Quality,4,30399,1
40783,Kitchenware,Damage on Delivery,9,28888,1
40784,Bedding,Damage on Delivery,8,49131,1
40785,Kitchenware,Poor Quality,6,49520,1
40786,Bedding,Poor Quality,7,20288,1
40787,Kitchenware,Missing Item,6,6225,1
40788,Bedding,Poor Quality,4,20346,1
40789,Kitchenware,Wrong Size,1,13173,1
40790,Bedding,Missing Item,4,36914,1
40791,Kitchenware,Poor Quality,4,7337,1
40792,Bedding,Defective Item,2,14827,1
40793,Kitchenware,Damage on Delivery,3,32284,1
40794,Bedding,Poor Quality,8,8630,1
40795,Kitchenware,Product Not As Described,6,23393,1
40796,Bedding,Missing Item,3,8572,1
40797,Kitchenware,Missing Item,3,32831,1
40798,Bedding,Defective Item,2,19748,1
40799,Kitchenware,Defective Item,1,16287,1
40800,Bedding,Packaging Issues,3,14238,1
40801,Kitchenware,Poor Quality,8,14436,1
40802,Bedding,Incorrect Item Sent,3,7450,1
40803,Kitchenware,Poor Quality,3,33210,1
40804,Bedding,Missing Item,2,47908,1
40805,Kitchenware,Wrong Size,3,49325,1
40806,Bedding,Poor Quality,9,15669,1
40807,Kitchenware,Missing Item,5,28714,1
40808,Bedding,Wrong Size,8,5931,1
40809,Kitchenware,Damage on Delivery,4,48011,1
40810,Bedding,Damage on Delivery,7,27768,1
40811,Kitchenware,Poor Quality,4,7588,1
40812,Bedding,Wrong Size,1,36131,1
40813,Kitchenware,Damage on Delivery,4,19978,1
40814,Bedding,Missing Item,9,10987,1
40815,Kitchenware,Late Delivery,5,31701,1
40816,Bedding,Late Delivery,9,48009,1
40817,Kitchenware,Wrong Size,9,17931,1
40818,Bedding,Wrong Size,5,37772,1
40819,Kitchenware,Product Not As Described,3,6962,1
40820,Bedding,Missing Item,2,7983,1
40821,Kitchenware,Poor Quality,3,45680,1
40822,Bedding,Defective Item,5,28731,1
40823,Kitchenware,Poor Quality,1,35696,1
40824,Bedding,Wrong Size,6,41508,1
40825,Kitchenware,Wrong Size,8,23322,1
40826,Bedding,Wrong Size,1,34451,1
40827,Kitchenware,Damage on Delivery,8,44670,1
40828,Bedding,Wrong Size,2,34623,1
40829,Kitchenware,Packaging Issues,9,29863,1
40830,Bedding,Wrong Size,2,6921,1
40831,Kitchenware,Incorrect Item Sent,6,36061,1
40832,Bedding,Poor Quality,9,14402,1
40833,Kitchenware,Missing Item,4,5130,1
40834,Bedding,Poor Quality,9,8419,1
40835,Kitchenware,Missing Item,4,21703,1
40836,Bedding,Poor Quality,5,9155,1
40837,Kitchenware,Incorrect Item Sent,4,21601,1
40838,Bedding,Wrong Size,7,26360,1
40839,Kitchenware,Wrong Size,9,40450,1
40840,Bedding,Poor Quality,3,15021,1
40841,Kitchenware,Poor Quality,5,34942,1
40842,Bedding,Poor Quality,5,9880,1
40843,Kitchenware,Missing Item,3,35773,1
40844,Bedding,Wrong Size,6,48264,1
40845,Kitchenware,Poor Quality,8,45673,1
40846,Bedding,Poor Quality,4,9244,1
40847,Kitchenware,Missing Item,6,25498,1
40848,Bedding,Wrong Size,2,18775,1
40849,Kitchenware,Poor Quality,4,39341,1
40850,Bedding,Defective Item,8,39926,1
40851,Kitchenware,Poor Quality,5,33888,1
40852,Bedding,Poor Quality,4,21878,1
40853,Kitchenware,Packaging Issues,1,20336,1
40854,Bedding,Damage on Delivery,3,47150,1
40855,Kitchenware,Incorrect Item Sent,8,36097,1
40856,Bedding,Defective Item,9,42981,1
40857,Kitchenware,Poor Quality,6,17678,1
40858,Bedding,Poor Quality,4,26268,1
40859,Kitchenware,Damage on Delivery,8,9333,1
40860,Bedding,Product Not As Described,2,33703,1
40861,Kitchenware,Late Delivery,3,41280,1
40862,Bedding,Late Delivery,2,14518,1
40863,Kitchenware,Poor Quality,6,27714,1
40864,Bedding,Late Delivery,8,39094,1
40865,Kitchenware,Damage on Delivery,2,35692,1
40866,Bedding,Defective Item,8,30302,1
40867,Kitchenware,Missing Item,1,14345,1
40868,Bedding,Missing Item,4,21732,1
40869,Kitchenware,Poor Quality,2,23170,1
40870,Bedding,Wrong Size,2,6929,1
40871,Kitchenware,Missing Item,9,42298,1
40872,Bedding,Poor Quality,6,31449,1
40873,Kitchenware,Poor Quality,4,45584,1
40874,Bedding,Poor Quality,7,34010,1
40875,Kitchenware,Damage on Delivery,6,5613,1
40876,Bedding,Poor Quality,3,5340,1
40877,Kitchenware,Wrong Size,9,34220,1
40878,Bedding,Missing Item,7,40481,1
40879,Kitchenware,Poor Quality,5,37933,1
40880,Bedding,Wrong Size,2,24883,1
40881,Kitchenware,Damage on Delivery,7,32309,1
40882,Bedding,Incorrect Item Sent,7,10202,1
40883,Kitchenware,Product Not As Described,8,36350,1
40884,Bedding,Late Delivery,8,5414,1
40885,Kitchenware,Incorrect Item Sent,6,11283,1
40886,Bedding,Missing Item,8,32543,1
40887,Kitchenware,Packaging Issues,2,29433,1
40888,Bedding,Poor Quality,7,12247,1
40889,Kitchenware,Missing Item,4,7924,1
40890,Bedding,Missing Item,4,28692,1
40891,Kitchenware,Poor Quality,4,42604,1
40892,Bedding,Wrong Size,8,26036,1
40893,Kitchenware,Incorrect Item Sent,7,44526,1
40894,Bedding,Missing Item,6,32655,1
40895,Kitchenware,Damage on Delivery,1,48094,1
40896,Bedding,Product Not As Described,1,35233,1
40897,Kitchenware,Packaging Issues,3,24711,1
40898,Bedding,Damage on Delivery,2,24769,1
40899,Kitchenware,Poor Quality,4,34392,1
40900,Bedding,Missing Item,3,22431,1
40901,Kitchenware,Missing Item,6,13227,1
40902,Bedding,Poor Quality,4,39340,1
40903,Kitchenware,Damage on Delivery,8,41399,1
40904,Bedding,Damage on Delivery,2,49390,1
40905,Kitchenware,Defective Item,1,13345,1
40906,Bedding,Damage on Delivery,2,23554,1
40907,Kitchenware,Missing Item,1,33015,1
40908,Bedding,Defective Item,4,43341,1
40909,Kitchenware,Missing Item,9,24413,1
40910,Bedding,Late Delivery,6,24444,1
40911,Kitchenware,Missing Item,8,9080,1
40912,Bedding,Poor Quality,5,44712,1
40913,Kitchenware,Missing Item,6,17156,1
40914,Bedding,Poor Quality,3,34865,1
40915,Kitchenware,Missing Item,7,47108,1
40916,Bedding,Poor Quality,4,10073,1
40917,Kitchenware,Missing Item,3,36573,1
40918,Bedding,Poor Quality,4,17753,1
40919,Kitchenware,Missing Item,4,42706,1
40920,Bedding,Poor Quality,8,26871,1
40921,Kitchenware,Missing Item,9,8399,1
40922,Bedding,Poor Quality,5,15468,1
40923,Kitchenware,Missing Item,1,8738,1
40924,Bedding,Poor Quality,9,28479,1
40925,Kitchenware,Missing Item,5,25730,1
40926,Bedding,Poor Quality,9,23879,1
40927,Kitchenware,Missing Item,8,46081,1
40928,Bedding,Poor Quality,3,20740,1
40929,Kitchenware,Missing Item,8,5425,1
40930,Bedding,Poor Quality,7,6876,1
40931,Kitchenware,Missing Item,4,7764,1
40932,Bedding,Poor Quality,5,38834,1
40933,Kitchenware,Missing Item,2,19779,1
40934,Bedding,Poor Quality,5,47156,1
40935,Kitchenware,Missing Item,7,45935,1
40936,Bedding,Poor Quality,8,48152,1
40937,Kitchenware,Missing Item,8,11947,1
40938,Bedding,Poor Quality,8,33625,1
40939,Kitchenware,Missing Item,8,25632,1
40940,Bedding,Poor Quality,1,33201,1
40941,Kitchenware,Missing Item,4,13245,1
40942,Bedding,Poor Quality,9,32831,1
40943,Kitchenware,Missing Item,5,43438,1
40944,Bedding,Poor Quality,4,47988,1
40945,Kitchenware,Missing Item,2,28522,1
40946,Bedding,Poor Quality,8,16860,1
40947,Kitchenware,Missing Item,6,33744,1
40948,Bedding,Poor Quality,6,22688,1
40949,Footwear,Missing Item,8,7688,1
40950,Bedding,Poor Quality,9,38904,1
40951,Home Appliances,Missing Item,7,40758,1
40952,Books,Poor Quality,9,32398,1
40953,Bedding,Missing Item,5,29131,1
40954,Jewelry,Poor Quality,3,30915,1
40955,Clothing,Missing Item,1,31949,1
40956,Kitchenware,Poor Quality,9,17400,1
40957,Jewelry,Missing Item,1,44160,1
40958,Groceries,Poor Quality,4,48734,1
40959,Books,Missing Item,3,37215,1
40960,Beauty Products,Poor Quality,3,39171,1
40961,Beauty Products,Missing Item,4,14136,1
40962,Beauty Products,Poor Quality,5,10672,1
40963,Bedding,Missing Item,3,49942,1
40964,Bedding,Poor Quality,3,36530,1
40965,Home Appliances,Poor Quality,2,40994,1
40966,Electronics,Late Delivery,9,13782,1
40967,Kitchenware,Packaging Issues,6,20999,1
40968,Stationery,Missing Item,6,41520,1
40969,Home Appliances,Defective Item,1,14421,1
40970,Beauty Products,Packaging Issues,1,26161,1
40971,Kitchenware,Missing Item,1,12772,1
40972,Toys,Missing Item,4,8114,1
40973,Beauty Products,Missing Item,5,23365,1
40974,Groceries,Late Delivery,9,35752,1
40975,Bedding,Incorrect Item Sent,8,7689,1
40976,Beauty Products,Product Not As Described,9,15270,1
40977,Jewelry,Packaging Issues,4,6411,1
40978,Kitchenware,Poor Quality,2,7029,1
40979,Bedding,Missing Item,4,22743,1
40980,Electronics,Missing Item,3,42511,1
40981,Kitchenware,Damage on Delivery,7,15341,1
40982,Bedding,Missing Item,7,45605,1
40983,Groceries,Missing Item,2,47429,1
40984,Toys,Damage on Delivery,8,48863,1
40985,Groceries,Poor Quality,7,45605,1
40986,Bedding,Missing Item,2,47429,1
40987,Groceries,Missing Item,8,48863,1
40988,Books,Damage on Delivery,7,45605,1
40989,Home Appliances,Poor Quality,2,47429,1
40990,Home Appliances,Missing Item,8,48863,1
40991,Jewelry,Poor Quality,7,45605,1
40992,Kitchenware,Packaging Issues,2,47429,1
40993,Books,Late Delivery,8,48863,1
40994,Furniture,Wrong Size,7,45605,1
40995,Home Appliances,Poor Quality,2,47429,1
40996,Kitchenware,Missing Item,8,48863,1
40997,Books,Missing Item,7,45605,1
40998,Bedding,Damage on Delivery,2,47429,1
40999,Home Appliances,Poor Quality,8,48863,1
41000,Groceries,Product Not As Described,7,45605,1
41001,Stationery,Late Delivery,2,47429,1
41002,Clothing,Wrong Size,8,48863,1
41003,Jewelry,Packaging Issues,7,45605,1
41004,Beauty Products,Damage on Delivery,2,47429,1
41005,Beauty Products,Wrong Size,8,48863,1
41006,Bedding,Damage on Delivery,7,45605,1
41007,Jewelry,Defective Item,2,47429,1
41008,Books,Poor Quality,8,48863,1
41009,Books,Damage on Delivery,7,45605,1
41010,Toys,Missing Item,2,47429,1
41011,Bedding,Damage on Delivery,8,48863,1
41012,Bedding,Incorrect Item Sent,7,45605,1
41013,Footwear,Missing Item,2,47429,1
41014,Groceries,Late Delivery,8,48863,1
41015,Bedding,Product Not As Described,7,45605,1
41016,Bedding,Poor Quality,2,47429,1
41017,Kitchenware,Damage on Delivery,8,48863,1
41018,Footwear,Missing Item,7,45605,1
41019,Groceries,Product Not As Described,2,47429,1
41020,Kitchenware,Wrong Size,8,48863,1
41021,Kitchenware,Damage on Delivery,7,45605,1
41022,Groceries,Missing Item,2,47429,1
41023,Bedding,Poor Quality,8,48863,1
41024,Books,Missing Item,7,45605,1
41025,Books,Damage on Delivery,2,47429,1
41026,Bedding,Damage on Delivery,8,48863,1
41027,Books,Wrong Size,7,45605,1
41028,Bedding,Missing Item,2,47429,1
41029,Beauty Products,Product Not As Described,8,48863,1
41030,Bedding,Damage on Delivery,7,45605,1
41031,Bedding,Missing Item,2,47429,1
41032,Bedding,Poor Quality,8,48863,1
41033,Stationery,Late Delivery,7,45605,1
41034,Jewelry,Damage on Delivery,2,47429,1
41035,Clothing,Missing Item,8,48863,1
41036,Kitchenware,Poor Quality,7,45605,1
41037,Groceries,Missing Item,2,47429,1
41038,Stationery,Packaging Issues,8,48863,1
41039,Home Appliances,Product Not As Described,7,45605,1
41040,Kitchenware,Poor Quality,2,47429,1
41041,Home Appliances,Missing Item,8,48863,1
41042,Home Appliances,Poor Quality,7,45605,1
41043,Bedding,Incorrect Item Sent,2,47429,1
41044,Jewelry,Defective Item,8,48863,1
41045,Beauty Products,Poor Quality,7,45605,1
41046,Stationery,Poor Quality,2,47429,1
41047,Bedding,Damage on Delivery,8,48863,1
41048,Books,Missing Item,7,45605,1
41049,Electronics,Wrong Size,2,47429,1
41050,Beauty Products,Incorrect Item Sent,8,48863,1
41051,Home Appliances,Missing Item,7,45605,1
41052,Stationery,Poor Quality,2,47429,1
41053,Furniture,Missing Item,8,48863,1
41054,Electronics,Defective Item,7,45605,1
41055,Bedding,Wrong Size,2,47429,1
41056,Books,Damage on Delivery,8,48863,1
41057,Kitchenware,Packaging Issues,7,45605,1
41058,Kitchenware,Poor Quality,2,47429,1
41059,Clothing,Poor Quality,8,48863,1
41060,Books,Missing Item,7,45605,1
41061,Home Appliances,Incorrect Item Sent,2,47429,1
41062,Beauty Products,Missing Item,8,48863,1
41063,Jewelry,Wrong Size,7,45605,1
41064,Jewelry,Missing Item,2,47429,1
41065,Books,Incorrect Item Sent,8,48863,1
41066,Bedding,Poor Quality,7,45605,1
41067,Toys,Missing Item,2,47429,1
41068,Kitchenware,Incorrect Item Sent,8,48863,1
41069,Books,Wrong Size,7,45605,1
41070,Jewelry,Defective Item,2,47429,1
41071,Clothing,Missing Item,8,48863,1
41072,Kitchenware,Damage on Delivery,7,45605,1
41073,Jewelry,Poor Quality,2,47429,1
41074,Stationery,Poor Quality,8,48863,1
41075,Kitchenware,Product Not As Described,7,45605,1
41076,Bedding,Poor Quality,2,47429,1
41077,Footwear,Damage on Delivery,8,48863,1
41078,Jewelry,Incorrect Item Sent,7,45605,1
41079,Kitchenware,Missing Item,2,47429,1
41080,Electronics,Poor Quality,8,48863,1
41081,Kitchenware,Missing Item,7,45605,1
41082,Garden Tools,Poor Quality,2,47429,1
41083,Jewelry,Poor Quality,8,48863,1
41084,Stationery,Missing Item,7,45605,1
41085,Furniture,Incorrect Item Sent,2,47429,1
41086,Kitchenware,Damage on Delivery,8,48863,1
41087,Sports Equipment,Defective Item,7,45605,1
41088,Stationery,Defective Item,2,47429,1
41089,Clothing,Missing Item,8,48863,1
41090,Stationery,Wrong Size,7,45605,1
41091,Bedding,Product Not As Described,2,47429,1
41092,Kitchenware,Late Delivery,8,48863,1
41093,Electronics,Poor Quality,7,45605,1
41094,Books,Missing Item,2,47429,1
41095,Electronics,Damage on Delivery,8,48863,1
41096,Bedding,Damage on Delivery,7,45605,1
41097,Bedding,Wrong Size,2,47429,1
41098,Footwear,Wrong Size,8,48863,1
41099,Clothing,Missing Item,7,45605,1
41100,Kitchenware,Wrong Size,2,47429,1
41101,Groceries,Poor Quality,8,48863,1
41102,Stationery,Incorrect Item Sent,7,45605,1
41103,Beauty Products,Damage on Delivery,2,47429,1
41104,Jewelry,Missing Item,8,48863,1
41105,Kitchenware,Poor Quality,7,45605,1
41106,Furniture,Poor Quality,2,47429,1
41107,Beauty Products,Damage on Delivery,8,48863,1
41108,Garden Tools,Wrong Size,7,45605,1
41109,Home Appliances,Defective Item,2,47429,1
41110,Home Appliances,Poor Quality,8,48863,1
41111,Footwear,Packaging Issues,7,45605,1
41112,Footwear,Damage on Delivery,2,47429,1
41113,Stationery,Damage on Delivery,8,48863,1
41114,Beauty Products,Missing Item,7,45605,1
41115,Books,Poor Quality,2,47429,1
41116,Jewelry,Damage on Delivery,8,48863,1
41117,Beauty Products,Poor Quality,7,45605,1
41118,Kitchenware,Defective Item,2,47429,1
41119,Furniture,Defective Item,8,48863,1
41120,Beauty Products,Wrong Size,7,45605,1
41121,Footwear,Damage on Delivery,2,47429,1
41122,Furniture,Poor Quality,8,48863,1
41123,Bedding,Poor Quality,7,45605,1
41124,Furniture,Incorrect Item Sent,2,47429,1
41125,Kitchenware,Wrong Size,8,48863,1
41126,Bedding,Missing Item,7,45605,1
41127,Kitchenware,Packaging Issues,2,47429,1
41128,Beauty Products,Poor Quality,8,48863,1
41129,Stationery,Damage on Delivery,7,45605,1
41130,Groceries,Defective Item,2,47429,1
41131,Jewelry,Damage on Delivery,8,48863,1
41132,Groceries,Packaging Issues,7,45605,1
41133,Books,Poor Quality,2,47429,1
41134,Garden Tools,Packaging Issues,8,48863,1
41135,Home Appliances,Damage on Delivery,7,45605,1
41136,Kitchenware,Damage on Delivery,2,47429,1
41137,Jewelry,Poor Quality,8,48863,1
41138,Footwear,Wrong Size,7,45605,1
41139,Home Appliances,Defective Item,2,47429,1
41140,Kitchenware,Missing Item,8,48863,1
41141,Books,Missing Item,7,45605,1
41142,Jewelry,Missing Item,2,47429,1
41143,Jewelry,Damage on Delivery,8,48863,1
41144,Stationery,Missing Item,7,45605,1
41145,Beauty Products,Incorrect Item Sent,2,47429,1
41146,Home Appliances,Poor Quality,8,48863,1
41147,Books,Poor Quality,7,45605,1
41148,Furniture,Late Delivery,2,47429,1
41149,Kitchenware,Missing Item,8,48863,1
41150,Furniture,Defective Item,7,45605,1
41151,Jewelry,Damage on Delivery,2,47429,1
41152,Kitchenware,Poor Quality,8,48863,1
41153,Furniture,Damage on Delivery,7,45605,1
41154,Clothing,Missing Item,2,47429,1
41155,Jewelry,Damage on Delivery,8,48863,1
41156,Kitchenware,Missing Item,7,45605,1
41157,Clothing,Missing Item,2,47429,1
41158,Bedding,Incorrect Item Sent,8,48863,1
41159,Bedding,Missing Item,7,45605,1
41160,Footwear,Poor Quality,2,47429,1
41161,Bedding,Wrong Size,8,48863,1
41162,Beauty Products,Wrong Size,7,45605,1
41163,Garden Tools,Wrong Size,2,47429,1
41164,Beauty Products,Missing Item,8,48863,1
41165,Footwear,Wrong Size,7,45605,1
41166,Kitchenware,Wrong Size,2,47429,1
41167,Home Appliances,Defective Item,8,48863,1
41168,Kitchenware,Incorrect Item Sent,7,45605,1
41169,Beauty Products,Damage on Delivery,2,47429,1
41170,Home Appliances,Poor Quality,8,48863,1
41171,Books,Defective Item,7,45605,1
41172,Groceries,Missing Item,2,47429,1
41173,Stationery,Poor Quality,8,48863,1
41174,Clothing,Damage on Delivery,7,45605,1
41175,Stationery,Poor Quality,2,47429,1
41176,Groceries,Defective Item,8,48863,1
41177,Furniture,Wrong Size,7,45605,1
41178,Home Appliances,Missing Item,2,47429,1
41179,Electronics,Packaging Issues,8,48863,1
41180,Home Appliances,Incorrect Item Sent,7,45605,1
41181,Beauty Products,Packaging Issues,2,47429,1
41182,Books,Missing Item,8,48863,1
41183,Jewelry,Defective Item,7,45605,1
41184,Clothing,Damage on Delivery,2,47429,1
41185,Kitchenware,Incorrect Item Sent,8,48863,1
41186,Garden Tools,Poor Quality,7,45605,1
41187,Jewelry,Damage on Delivery,2,47429,1
41188,Books,Defective Item,8,48863,1
41189,Stationery,Poor Quality,7,45605,1
41190,Furniture,Poor Quality,2,47429,1
41191,Furniture,Damage on Delivery,8,48863,1
41192,Beauty Products,Missing Item,7,45605,1
41193,Electronics,Poor Quality,2,47429,1
41194,Kitchenware,Poor Quality,8,48863,1
41195,Stationery,Missing Item,7,45605,1
41196,Kitchenware,Packaging Issues,2,47429,1
41197,Jewelry,Missing Item,8,48863,1
41198,Toys,Product Not As Described,7,45605,1
41199,Stationery,Incorrect Item Sent,2,47429,1
41200,Clothing,Missing Item,8,48863,1
41201,Stationery,Damage on Delivery,7,45605,1
41202,Bedding,Poor Quality,2,47429,1
41203,Clothing,Defective Item,8,48863,1
41204,Sports Equipment,Poor Quality,7,45605,1
41205,Furniture,Late Delivery,2,47429,1
41206,Bedding,Poor Quality,8,48863,1
41207,Kitchenware,Missing Item,7,45605,1
41208,Jewelry,Poor Quality,2,47429,1
